Indicator,Indicator Name,Company,Year,Value,Units,Remarks,Validated,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2023,0,num,Fatalities from safety incidents – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2022,2,num,Fatalities from safety incidents – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2021,0,num,Fatalities from safety incidents – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2020,0,num,Fatalities from safety incidents – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2019,0,num,Fatalities from safety incidents – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2023,0,num,Fatalities from health incidents – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2022,0,num,Fatalities from health incidents – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2021,0,num,Fatalities from health incidents – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2020,0,num,Fatalities from health incidents – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2019,0,num,Fatalities from health incidents – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2023,0,num,Fatality frequency – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2022,0.1,num,Fatality frequency – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2021,0,num,Fatality frequency – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2020,0,num,Fatality frequency – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2019,0,num,Fatality frequency – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2023,0,num,Fatalities from safety incidents – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2022,0,num,Fatalities from safety incidents – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2021,1,num,Fatalities from safety incidents – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2020,1,num,Fatalities from safety incidents – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2019,1,num,Fatalities from safety incidents – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2023,0,num,Fatalities from health incidents – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2022,0,num,Fatalities from health incidents – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2021,0,num,Fatalities from health incidents – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2020,0,num,Fatalities from health incidents – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2019,0,num,Fatalities from health incidents – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2023,0,num,Fatality frequency – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2022,0,num,Fatality frequency – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2021,0.1,num,Fatality frequency – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2020,0,num,Fatality frequency – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2019,0,num,Fatality frequency – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2023,200,num,Total recordable injuries – total,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2022,221,num,Total recordable injuries – total,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2021,182,num,Total recordable injuries – total,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2020,210,num,Total recordable injuries – total,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2019,225,num,Total recordable injuries – total,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2023,103,num,Total recordable injuries – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2022,102,num,Total recordable injuries – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2021,86,num,Total recordable injuries – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2020,109,num,Total recordable injuries – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2019,114,num,Total recordable injuries – employees,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2023,97,num,Total recordable injuries – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2022,119,num,Total recordable injuries – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2021,96,num,Total recordable injuries – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2020,101,num,Total recordable injuries – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2019,111,num,Total recordable injuries – contractors,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2023,52,num,Total recordable occupational illness – total,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2022,48,num,Total recordable occupational illness – total,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2021,47,num,Total recordable occupational illness – total,Manual,,,,
EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",South32,2020,53,num,Total recordable occupational illness – total,Manual,,,,
